,MMSI,SHIPNAME,VESSEL TYPE,SPEED (KNOTSx10),COURSE,HEADING,TIMESTAMP UTC,LENGTH,Year,ship_Loc,LAT,LON,distance(in km),axial_Loc,instance_id,ud_group
3777,367241000,ATLANTIS,Research/Survey Vessel,3,350,250,2019-06-09 01:20:49,83.27,2019,"(45.81229, -129.7535)",45.81229,-129.7535,0.5,"(45.8168, -129.754)",AB_20190609011628_20190609012628,Research
3778,367241000,ATLANTIS,Research/Survey Vessel,2,22,249,2019-06-09 01:24:47,83.27,2019,"(45.8124, -129.7535)",45.8124,-129.7535,0.49,"(45.8168, -129.754)",AB_20190609011628_20190609012628,Research
3779,367241000,ATLANTIS,Research/Survey Vessel,4,56,249,2019-06-09 01:30:06,83.27,2019,"(45.81251, -129.7535)",45.81251,-129.7535,0.48,"(45.8168, -129.754)",AB_20190609012628_20190609013628,Research
3780,367241000,ATLANTIS,Research/Survey Vessel,3,69,248,2019-06-09 01:33:06,83.27,2019,"(45.81251, -129.7535)",45.81251,-129.7535,0.48,"(45.8168, -129.754)",AB_20190609012628_20190609013628,Research
3781,367241000,ATLANTIS,Research/Survey Vessel,4,94,249,2019-06-09 01:38:46,83.27,2019,"(45.81252, -129.7535)",45.81252,-129.7535,0.48,"(45.8168, -129.754)",AB_20190609013628_20190609014628,Research
3782,367241000,ATLANTIS,Research/Survey Vessel,3,81,248,2019-06-09 01:40:59,83.27,2019,"(45.81251, -129.7535)",45.81251,-129.7535,0.48,"(45.8168, -129.754)",AB_20190609013628_20190609014628,Research
3783,367241000,ATLANTIS,Research/Survey Vessel,4,54,249,2019-06-09 01:41:27,83.27,2019,"(45.81252, -129.7535)",45.81252,-129.7535,0.48,"(45.8168, -129.754)",AB_20190609013628_20190609014628,Research
3784,367241000,ATLANTIS,Research/Survey Vessel,4,238,248,2019-06-09 01:50:38,83.27,2019,"(45.81264, -129.7537)",45.81264,-129.7537,0.46,"(45.8168, -129.754)",AB_20190609014628_20190609015628,Research
3785,367241000,ATLANTIS,Research/Survey Vessel,3,297,258,2019-06-09 01:54:58,83.27,2019,"(45.81263, -129.7537)",45.81263,-129.7537,0.46,"(45.8168, -129.754)",AB_20190609014628_20190609015628,Research
3786,367241000,ATLANTIS,Research/Survey Vessel,3,285,269,2019-06-09 01:57:38,83.27,2019,"(45.81263, -129.7537)",45.81263,-129.7537,0.46,"(45.8168, -129.754)",AB_20190609015628_20190609020628,Research
3787,367241000,ATLANTIS,Research/Survey Vessel,6,290,259,2019-06-09 02:14:26,83.27,2019,"(45.81281, -129.7537)",45.81281,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609020628_20190609021628,Research
3788,367241000,ATLANTIS,Research/Survey Vessel,3,303,254,2019-06-09 02:16:26,83.27,2019,"(45.81282, -129.7537)",45.81282,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609020628_20190609021628,Research
3789,367059880,MARCUS G.LANGSETH,Research/Survey Vessel,49,154,157,2019-08-02 20:54:29,71.5,2019,"(45.81027, -129.773)",45.81027,-129.773,1.65,"(45.8168, -129.754)",AB_20190609021628_20190609022628,Research
3790,367241000,ATLANTIS,Research/Survey Vessel,4,82,259,2019-06-09 02:27:06,83.27,2019,"(45.81283, -129.7537)",45.81283,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609022628_20190609023628,Research
3791,367241000,ATLANTIS,Research/Survey Vessel,3,87,260,2019-06-09 02:29:28,83.27,2019,"(45.81284, -129.7537)",45.81284,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609022628_20190609023628,Research
3792,367241000,ATLANTIS,Research/Survey Vessel,3,94,260,2019-06-09 02:33:08,83.27,2019,"(45.81282, -129.7537)",45.81282,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609022628_20190609023628,Research
3793,367241000,ATLANTIS,Research/Survey Vessel,2,53,252,2019-06-09 02:37:07,83.27,2019,"(45.81281, -129.7537)",45.81281,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609023628_20190609024628,Research
3794,367241000,ATLANTIS,Research/Survey Vessel,3,71,244,2019-06-09 02:39:07,83.27,2019,"(45.81282, -129.7537)",45.81282,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609023628_20190609024628,Research
3795,367241000,ATLANTIS,Research/Survey Vessel,3,66,240,2019-06-09 02:41:08,83.27,2019,"(45.81283, -129.7537)",45.81283,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609023628_20190609024628,Research
3796,367241000,ATLANTIS,Research/Survey Vessel,4,60,240,2019-06-09 02:44:09,83.27,2019,"(45.81282, -129.7537)",45.81282,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609023628_20190609024628,Research
3797,367241000,ATLANTIS,Research/Survey Vessel,3,74,239,2019-06-09 02:46:48,83.27,2019,"(45.81282, -129.7537)",45.81282,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609024628_20190609025628,Research
3798,367241000,ATLANTIS,Research/Survey Vessel,2,79,240,2019-06-09 02:49:47,83.27,2019,"(45.81281, -129.7537)",45.81281,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609024628_20190609025628,Research
3799,367241000,ATLANTIS,Research/Survey Vessel,3,52,239,2019-06-09 02:53:10,83.27,2019,"(45.81283, -129.7537)",45.81283,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609024628_20190609025628,Research
3800,367241000,ATLANTIS,Research/Survey Vessel,2,47,240,2019-06-09 02:55:19,83.27,2019,"(45.81282, -129.7537)",45.81282,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609024628_20190609025628,Research
3801,367241000,ATLANTIS,Research/Survey Vessel,5,28,239,2019-06-09 03:01:58,83.27,2019,"(45.81283, -129.7537)",45.81283,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609025628_20190609030628,Research
3802,367241000,ATLANTIS,Research/Survey Vessel,3,36,240,2019-06-09 03:04:28,83.27,2019,"(45.81281, -129.7537)",45.81281,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609025628_20190609030628,Research
3803,367241000,ATLANTIS,Research/Survey Vessel,5,58,239,2019-06-09 03:07:17,83.27,2019,"(45.81281, -129.7537)",45.81281,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609030628_20190609031628,Research
3804,367241000,ATLANTIS,Research/Survey Vessel,3,283,240,2019-06-09 03:09:27,83.27,2019,"(45.81283, -129.7537)",45.81283,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609030628_20190609031628,Research
3805,367241000,ATLANTIS,Research/Survey Vessel,4,257,240,2019-06-09 03:11:18,83.27,2019,"(45.81283, -129.7538)",45.81283,-129.7538,0.44,"(45.8168, -129.754)",AB_20190609030628_20190609031628,Research
3806,367241000,ATLANTIS,Research/Survey Vessel,4,201,239,2019-06-09 03:13:46,83.27,2019,"(45.81282, -129.7537)",45.81282,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609030628_20190609031628,Research
3807,367241000,ATLANTIS,Research/Survey Vessel,3,244,240,2019-06-09 03:19:28,83.27,2019,"(45.81279, -129.7537)",45.81279,-129.7537,0.45,"(45.8168, -129.754)",AB_20190609031628_20190609032628,Research
3808,367241000,ATLANTIS,Research/Survey Vessel,4,216,239,2019-06-09 03:22:59,83.27,2019,"(45.81282, -129.7537)",45.81282,-129.7537,0.44,"(45.8168, -129.754)",AB_20190609031628_20190609032628,Research
3809,367241000,ATLANTIS,Research/Survey Vessel,2,240,239,2019-06-09 03:28:37,83.27,2019,"(45.8128, -129.7538)",45.8128,-129.7538,0.44,"(45.8168, -129.754)",AB_20190609032628_20190609033628,Research
3810,367241000,ATLANTIS,Research/Survey Vessel,3,91,240,2019-06-09 03:40:58,83.27,2019,"(45.81299, -129.7537)",45.81299,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609033628_20190609034628,Research
3811,367241000,ATLANTIS,Research/Survey Vessel,2,44,239,2019-06-09 03:43:47,83.27,2019,"(45.81299, -129.7537)",45.81299,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609033628_20190609034628,Research
3812,367241000,ATLANTIS,Research/Survey Vessel,3,56,239,2019-06-09 03:46:27,83.27,2019,"(45.81301, -129.7537)",45.81301,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609033628_20190609034628,Research
3813,367241000,ATLANTIS,Research/Survey Vessel,2,55,239,2019-06-09 03:51:12,83.27,2019,"(45.813, -129.7537)",45.813,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609034628_20190609035628,Research
3814,367241000,ATLANTIS,Research/Survey Vessel,4,64,239,2019-06-09 03:53:08,83.27,2019,"(45.81301, -129.7537)",45.81301,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609034628_20190609035628,Research
3815,367241000,ATLANTIS,Research/Survey Vessel,3,96,239,2019-06-09 03:55:08,83.27,2019,"(45.81299, -129.7537)",45.81299,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609034628_20190609035628,Research
3816,367241000,ATLANTIS,Research/Survey Vessel,3,96,240,2019-06-09 03:57:58,83.27,2019,"(45.81301, -129.7537)",45.81301,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609035628_20190609040628,Research
3817,367241000,ATLANTIS,Research/Survey Vessel,3,98,240,2019-06-09 04:00:38,83.27,2019,"(45.81301, -129.7538)",45.81301,-129.7538,0.42,"(45.8168, -129.754)",AB_20190609035628_20190609040628,Research
3818,367241000,ATLANTIS,Research/Survey Vessel,4,79,240,2019-06-09 04:03:27,83.27,2019,"(45.81299, -129.7537)",45.81299,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609035628_20190609040628,Research
3819,367241000,ATLANTIS,Research/Survey Vessel,4,64,240,2019-06-09 04:08:28,83.27,2019,"(45.81299, -129.7537)",45.81299,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609040628_20190609041628,Research
3820,367241000,ATLANTIS,Research/Survey Vessel,2,42,240,2019-06-09 04:11:38,83.27,2019,"(45.81301, -129.7537)",45.81301,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609040628_20190609041628,Research
3821,367241000,ATLANTIS,Research/Survey Vessel,2,107,266,2019-06-09 04:19:38,83.27,2019,"(45.81303, -129.7537)",45.81303,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609041628_20190609042628,Research
3822,367241000,ATLANTIS,Research/Survey Vessel,2,148,270,2019-06-09 04:24:47,83.27,2019,"(45.81301, -129.7537)",45.81301,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609041628_20190609042628,Research
3823,367241000,ATLANTIS,Research/Survey Vessel,4,132,270,2019-06-09 04:30:17,83.27,2019,"(45.81299, -129.7537)",45.81299,-129.7537,0.42,"(45.8168, -129.754)",AB_20190609042628_20190609043628,Research
3824,367241000,ATLANTIS,Research/Survey Vessel,3,265,269,2019-06-09 04:34:07,83.27,2019,"(45.81301, -129.7538)",45.81301,-129.7538,0.42,"(45.8168, -129.754)",AB_20190609042628_20190609043628,Research
3825,367241000,ATLANTIS,Research/Survey Vessel,3,271,269,2019-06-09 04:36:08,83.27,2019,"(45.81299, -129.7539)",45.81299,-129.7539,0.42,"(45.8168, -129.754)",AB_20190609042628_20190609043628,Research
3826,367241000,ATLANTIS,Research/Survey Vessel,2,269,269,2019-06-09 04:39:29,83.27,2019,"(45.81299, -129.754)",45.81299,-129.754,0.42,"(45.8168, -129.754)",AB_20190609043628_20190609044628,Research
3827,367241000,ATLANTIS,Research/Survey Vessel,4,284,270,2019-06-09 04:39:48,83.27,2019,"(45.81299, -129.754)",45.81299,-129.754,0.42,"(45.8168, -129.754)",AB_20190609043628_20190609044628,Research
3828,367241000,ATLANTIS,Research/Survey Vessel,3,302,270,2019-06-09 04:41:29,83.27,2019,"(45.81299, -129.754)",45.81299,-129.754,0.42,"(45.8168, -129.754)",AB_20190609043628_20190609044628,Research
3829,367241000,ATLANTIS,Research/Survey Vessel,1,254,270,2019-06-09 04:43:08,83.27,2019,"(45.81299, -129.754)",45.81299,-129.754,0.42,"(45.8168, -129.754)",AB_20190609043628_20190609044628,Research
3830,367241000,ATLANTIS,Research/Survey Vessel,2,286,270,2019-06-09 04:46:29,83.27,2019,"(45.81301, -129.754)",45.81301,-129.754,0.42,"(45.8168, -129.754)",AB_20190609044628_20190609045628,Research
3831,367241000,ATLANTIS,Research/Survey Vessel,3,257,270,2019-06-09 04:48:07,83.27,2019,"(45.813, -129.754)",45.813,-129.754,0.42,"(45.8168, -129.754)",AB_20190609044628_20190609045628,Research
3832,367241000,ATLANTIS,Research/Survey Vessel,4,300,270,2019-06-09 04:59:46,83.27,2019,"(45.813, -129.7542)",45.813,-129.7542,0.42,"(45.8168, -129.754)",AB_20190609045628_20190609050628,Research
3833,367241000,ATLANTIS,Research/Survey Vessel,3,296,269,2019-06-09 05:06:06,83.27,2019,"(45.81298, -129.7542)",45.81298,-129.7542,0.42,"(45.8168, -129.754)",AB_20190609045628_20190609050628,Research
3834,367241000,ATLANTIS,Research/Survey Vessel,2,335,270,2019-06-09 05:09:06,83.27,2019,"(45.81302, -129.7542)",45.81302,-129.7542,0.42,"(45.8168, -129.754)",AB_20190609050628_20190609051628,Research
3835,367241000,ATLANTIS,Research/Survey Vessel,3,294,269,2019-06-09 05:12:06,83.27,2019,"(45.81308, -129.7542)",45.81308,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609050628_20190609051628,Research
3836,367241000,ATLANTIS,Research/Survey Vessel,4,277,269,2019-06-09 05:14:27,83.27,2019,"(45.81308, -129.7541)",45.81308,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609050628_20190609051628,Research
3837,367241000,ATLANTIS,Research/Survey Vessel,2,277,269,2019-06-09 05:19:59,83.27,2019,"(45.81314, -129.7542)",45.81314,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609051628_20190609052628,Research
3838,367241000,ATLANTIS,Research/Survey Vessel,2,281,270,2019-06-09 05:25:56,83.27,2019,"(45.81314, -129.7542)",45.81314,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609051628_20190609052628,Research
3839,367241000,ATLANTIS,Research/Survey Vessel,3,3,270,2019-06-09 05:28:19,83.27,2019,"(45.81314, -129.7542)",45.81314,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609052628_20190609053628,Research
3840,367241000,ATLANTIS,Research/Survey Vessel,3,34,269,2019-06-09 05:30:48,83.27,2019,"(45.81315, -129.7542)",45.81315,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609052628_20190609053628,Research
3841,367241000,ATLANTIS,Research/Survey Vessel,2,86,270,2019-06-09 05:31:58,83.27,2019,"(45.81314, -129.7542)",45.81314,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609052628_20190609053628,Research
3842,367241000,ATLANTIS,Research/Survey Vessel,3,133,269,2019-06-09 05:33:08,83.27,2019,"(45.81315, -129.7542)",45.81315,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609052628_20190609053628,Research
3843,367241000,ATLANTIS,Research/Survey Vessel,2,279,269,2019-06-09 05:41:48,83.27,2019,"(45.81315, -129.7542)",45.81315,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609053628_20190609054628,Research
3844,367241000,ATLANTIS,Research/Survey Vessel,5,294,270,2019-06-09 05:52:17,83.27,2019,"(45.81318, -129.7542)",45.81318,-129.7542,0.4,"(45.8168, -129.754)",AB_20190609054628_20190609055628,Research
3845,367241000,ATLANTIS,Research/Survey Vessel,2,264,270,2019-06-09 05:56:35,83.27,2019,"(45.81315, -129.7541)",45.81315,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609055628_20190609060628,Research
3846,367241000,ATLANTIS,Research/Survey Vessel,3,292,269,2019-06-09 05:59:08,83.27,2019,"(45.81314, -129.7541)",45.81314,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609055628_20190609060628,Research
3847,367241000,ATLANTIS,Research/Survey Vessel,2,300,270,2019-06-09 06:02:48,83.27,2019,"(45.81313, -129.7541)",45.81313,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609055628_20190609060628,Research
3848,367241000,ATLANTIS,Research/Survey Vessel,3,305,270,2019-06-09 06:05:29,83.27,2019,"(45.81313, -129.7541)",45.81313,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609055628_20190609060628,Research
3849,367241000,ATLANTIS,Research/Survey Vessel,2,328,269,2019-06-09 06:05:58,83.27,2019,"(45.81314, -129.7541)",45.81314,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609055628_20190609060628,Research
3850,367241000,ATLANTIS,Research/Survey Vessel,2,264,270,2019-06-09 06:08:28,83.27,2019,"(45.81313, -129.7541)",45.81313,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609060628_20190609061628,Research
3851,367241000,ATLANTIS,Research/Survey Vessel,1,299,270,2019-06-09 06:12:15,83.27,2019,"(45.81314, -129.7541)",45.81314,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609060628_20190609061628,Research
3852,367241000,ATLANTIS,Research/Survey Vessel,1,251,269,2019-06-09 06:15:47,83.27,2019,"(45.81315, -129.7541)",45.81315,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609060628_20190609061628,Research
3853,367241000,ATLANTIS,Research/Survey Vessel,2,248,270,2019-06-09 06:15:58,83.27,2019,"(45.81314, -129.7541)",45.81314,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609060628_20190609061628,Research
3854,367241000,ATLANTIS,Research/Survey Vessel,3,265,270,2019-06-09 06:16:57,83.27,2019,"(45.81313, -129.7541)",45.81313,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609061628_20190609062628,Research
3855,367241000,ATLANTIS,Research/Survey Vessel,2,248,270,2019-06-09 06:23:46,83.27,2019,"(45.81314, -129.7541)",45.81314,-129.7541,0.41,"(45.8168, -129.754)",AB_20190609061628_20190609062628,Research
3856,367241000,ATLANTIS,Research/Survey Vessel,3,245,269,2019-06-09 06:28:08,83.27,2019,"(45.81314, -129.7542)",45.81314,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609062628_20190609063628,Research
3857,367241000,ATLANTIS,Research/Survey Vessel,2,269,269,2019-06-09 06:30:08,83.27,2019,"(45.81314, -129.7542)",45.81314,-129.7542,0.41,"(45.8168, -129.754)",AB_20190609062628_20190609063628,Research
3858,367241000,ATLANTIS,Research/Survey Vessel,4,261,270,2019-06-09 06:42:56,83.27,2019,"(45.81307, -129.755)",45.81307,-129.755,0.42,"(45.8168, -129.754)",AB_20190609063628_20190609064628,Research
3859,367241000,ATLANTIS,Research/Survey Vessel,4,252,264,2019-06-09 06:50:37,83.27,2019,"(45.81277, -129.756)",45.81277,-129.756,0.47,"(45.8168, -129.754)",AB_20190609064628_20190609065628,Research
3860,367241000,ATLANTIS,Research/Survey Vessel,5,243,259,2019-06-09 06:55:31,83.27,2019,"(45.81258, -129.7566)",45.81258,-129.7566,0.51,"(45.8168, -129.754)",AB_20190609064628_20190609065628,Research
3861,367241000,ATLANTIS,Research/Survey Vessel,5,257,260,2019-06-09 06:59:07,83.27,2019,"(45.81244, -129.757)",45.81244,-129.757,0.54,"(45.8168, -129.754)",AB_20190609065628_20190609070628,Research
3862,367059880,MARCUS G.LANGSETH,Research/Survey Vessel,48,154,149,2019-08-04 16:48:41,71.5,2019,"(45.79432, -129.7525)",45.79432,-129.7525,2.5,"(45.8168, -129.754)",AB_20190609070628_20190609071628,Research
3863,367241000,ATLANTIS,Research/Survey Vessel,30,50,52,2019-06-09 07:19:09,83.27,2019,"(45.81351, -129.7573)",45.81351,-129.7573,0.45,"(45.8168, -129.754)",AB_20190609071628_20190609072628,Research
3864,367241000,ATLANTIS,Research/Survey Vessel,29,22,13,2019-06-09 07:21:57,83.27,2019,"(45.81541, -129.7551)",45.81541,-129.7551,0.18,"(45.8168, -129.754)",AB_20190609071628_20190609072628,Research
3865,367241000,ATLANTIS,Research/Survey Vessel,37,5,5,2019-06-09 07:25:47,83.27,2019,"(45.8188, -129.7543)",45.8188,-129.7543,0.22,"(45.8168, -129.754)",AB_20190609071628_20190609072628,Research
3866,367241000,ATLANTIS,Research/Survey Vessel,41,2,0,2019-06-09 07:28:26,83.27,2019,"(45.82171, -129.7541)",45.82171,-129.7541,0.55,"(45.8168, -129.754)",AB_20190609072628_20190609073628,Research
3867,367241000,ATLANTIS,Research/Survey Vessel,41,0,359,2019-06-09 07:31:27,83.27,2019,"(45.82521, -129.754)",45.82521,-129.754,0.93,"(45.8168, -129.754)",AB_20190609072628_20190609073628,Research
3868,367241000,ATLANTIS,Research/Survey Vessel,40,1,0,2019-06-09 07:33:07,83.27,2019,"(45.8271, -129.7539)",45.8271,-129.7539,1.14,"(45.8168, -129.754)",AB_20190609072628_20190609073628,Research
3869,367241000,ATLANTIS,Research/Survey Vessel,35,0,1,2019-06-09 07:34:58,83.27,2019,"(45.82905, -129.7539)",45.82905,-129.7539,1.36,"(45.8168, -129.754)",AB_20190609072628_20190609073628,Research
3870,367241000,ATLANTIS,Research/Survey Vessel,25,1,359,2019-06-09 07:35:59,83.27,2019,"(45.8299, -129.7539)",45.8299,-129.7539,1.46,"(45.8168, -129.754)",AB_20190609072628_20190609073628,Research
3871,367241000,ATLANTIS,Research/Survey Vessel,4,75,0,2019-06-09 07:40:29,83.27,2019,"(45.83101, -129.7538)",45.83101,-129.7538,1.58,"(45.8168, -129.754)",AB_20190609073628_20190609074628,Research
3872,367241000,ATLANTIS,Research/Survey Vessel,3,146,17,2019-06-09 07:43:37,83.27,2019,"(45.83101, -129.7538)",45.83101,-129.7538,1.58,"(45.8168, -129.754)",AB_20190609073628_20190609074628,Research
3873,367241000,ATLANTIS,Research/Survey Vessel,5,49,103,2019-06-09 07:45:53,83.27,2019,"(45.83118, -129.7536)",45.83118,-129.7536,1.6,"(45.8168, -129.754)",AB_20190609073628_20190609074628,Research
3874,367241000,ATLANTIS,Research/Survey Vessel,5,58,114,2019-06-09 07:46:11,83.27,2019,"(45.83121, -129.7536)",45.83121,-129.7536,1.6,"(45.8168, -129.754)",AB_20190609073628_20190609074628,Research
3875,367241000,ATLANTIS,Research/Survey Vessel,12,106,107,2019-06-09 07:48:06,83.27,2019,"(45.83112, -129.7531)",45.83112,-129.7531,1.59,"(45.8168, -129.754)",AB_20190609074628_20190609075628,Research
3876,367241000,ATLANTIS,Research/Survey Vessel,47,106,106,2019-06-09 07:52:47,83.27,2019,"(45.82979, -129.7467)",45.82979,-129.7467,1.55,"(45.8168, -129.754)",AB_20190609074628_20190609075628,Research
3877,367241000,ATLANTIS,Research/Survey Vessel,85,106,105,2019-06-09 07:57:27,83.27,2019,"(45.82753, -129.7358)",45.82753,-129.7358,1.85,"(45.8168, -129.754)",AB_20190609075628_20190609080628,Research
3878,367241000,ATLANTIS,Research/Survey Vessel,92,106,107,2019-06-09 07:59:57,83.27,2019,"(45.82583, -129.7274)",45.82583,-129.7274,2.3,"(45.8168, -129.754)",AB_20190609075628_20190609080628,Research
3879,367241000,ATLANTIS,Research/Survey Vessel,96,108,107,2019-06-09 08:02:57,83.27,2019,"(45.8234, -129.7165)",45.8234,-129.7165,3.01,"(45.8168, -129.754)",AB_20190609075628_20190609080628,Research
3880,367241000,ATLANTIS,Research/Survey Vessel,96,107,107,2019-06-09 08:05:57,83.27,2019,"(45.82094, -129.7055)",45.82094,-129.7055,3.8,"(45.8168, -129.754)",AB_20190609075628_20190609080628,Research
3881,367241000,ATLANTIS,Research/Survey Vessel,116,292,292,2019-06-15 14:19:51,83.27,2019,"(45.80255, -129.7031)",45.80255,-129.7031,4.26,"(45.8168, -129.754)",AB_20190615141951_20190615142951,Research
3882,367241000,ATLANTIS,Research/Survey Vessel,116,291,291,2019-06-15 14:25:51,83.27,2019,"(45.80994, -129.7285)",45.80994,-129.7285,2.12,"(45.8168, -129.754)",AB_20190615141951_20190615142951,Research
3883,367241000,ATLANTIS,Research/Survey Vessel,111,293,292,2019-06-15 14:28:50,83.27,2019,"(45.81362, -129.7411)",45.81362,-129.7411,1.06,"(45.8168, -129.754)",AB_20190615141951_20190615142951,Research
3884,367241000,ATLANTIS,Research/Survey Vessel,3,28,289,2019-06-15 14:36:30,83.27,2019,"(45.81747, -129.7535)",45.81747,-129.7535,0.08,"(45.8168, -129.754)",AB_20190615142951_20190615143951,Research
3885,367241000,ATLANTIS,Research/Survey Vessel,1,118,289,2019-06-15 14:40:52,83.27,2019,"(45.81748, -129.7535)",45.81748,-129.7535,0.08,"(45.8168, -129.754)",AB_20190615143951_20190615144951,Research
3886,367241000,ATLANTIS,Research/Survey Vessel,3,91,288,2019-06-15 14:44:20,83.27,2019,"(45.81748, -129.7535)",45.81748,-129.7535,0.08,"(45.8168, -129.754)",AB_20190615143951_20190615144951,Research
3887,367241000,ATLANTIS,Research/Survey Vessel,3,133,289,2019-06-15 14:47:09,83.27,2019,"(45.81749, -129.7535)",45.81749,-129.7535,0.09,"(45.8168, -129.754)",AB_20190615143951_20190615144951,Research
3888,367241000,ATLANTIS,Research/Survey Vessel,2,73,290,2019-06-15 14:49:31,83.27,2019,"(45.81749, -129.7535)",45.81749,-129.7535,0.09,"(45.8168, -129.754)",AB_20190615143951_20190615144951,Research
3889,367241000,ATLANTIS,Research/Survey Vessel,4,108,290,2019-06-15 14:53:52,83.27,2019,"(45.81747, -129.7535)",45.81747,-129.7535,0.08,"(45.8168, -129.754)",AB_20190615144951_20190615145951,Research
3890,367241000,ATLANTIS,Research/Survey Vessel,3,125,290,2019-06-15 15:04:10,83.27,2019,"(45.81686, -129.7511)",45.81686,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615145951_20190615150951,Research
3891,367241000,ATLANTIS,Research/Survey Vessel,2,60,290,2019-06-15 15:12:21,83.27,2019,"(45.81687, -129.7511)",45.81687,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615150951_20190615151951,Research
3892,367241000,ATLANTIS,Research/Survey Vessel,2,344,289,2019-06-15 15:14:10,83.27,2019,"(45.81688, -129.7511)",45.81688,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615150951_20190615151951,Research
3893,367241000,ATLANTIS,Research/Survey Vessel,2,293,289,2019-06-15 15:19:40,83.27,2019,"(45.81687, -129.7511)",45.81687,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615150951_20190615151951,Research
3894,367241000,ATLANTIS,Research/Survey Vessel,3,315,289,2019-06-15 15:22:40,83.27,2019,"(45.81687, -129.7511)",45.81687,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615151951_20190615152951,Research
3895,367241000,ATLANTIS,Research/Survey Vessel,2,78,289,2019-06-15 15:32:11,83.27,2019,"(45.81687, -129.7511)",45.81687,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615152951_20190615153951,Research
3896,367241000,ATLANTIS,Research/Survey Vessel,4,108,290,2019-06-15 15:38:47,83.27,2019,"(45.81687, -129.7511)",45.81687,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615152951_20190615153951,Research
3897,367241000,ATLANTIS,Research/Survey Vessel,2,147,289,2019-06-15 15:41:21,83.27,2019,"(45.81686, -129.7511)",45.81686,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615153951_20190615154951,Research
3898,367241000,ATLANTIS,Research/Survey Vessel,2,126,290,2019-06-15 15:45:49,83.27,2019,"(45.81687, -129.7511)",45.81687,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615153951_20190615154951,Research
3899,367241000,ATLANTIS,Research/Survey Vessel,2,262,290,2019-06-15 15:49:00,83.27,2019,"(45.81687, -129.7511)",45.81687,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615153951_20190615154951,Research
3900,367241000,ATLANTIS,Research/Survey Vessel,3,279,290,2019-06-15 15:50:50,83.27,2019,"(45.81687, -129.7511)",45.81687,-129.7511,0.23,"(45.8168, -129.754)",AB_20190615154951_20190615155951,Research
