,MMSI,SHIPNAME,VESSEL TYPE,SPEED (KNOTSx10),COURSE,HEADING,TIMESTAMP UTC,LENGTH,Year,ship_Loc,LAT,LON,distance(in km),central_caldera_Loc,instance_id,ud_group
9832,367800100,ROGER REVELLE,Research/Survey Vessel,7,42,253,2018-07-06 19:30:04,83.26,2018,"(45.93592, -130.0166)",45.93592,-130.0166,2.19,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9833,367800100,ROGER REVELLE,Research/Survey Vessel,7,42,252,2018-07-06 19:30:17,83.26,2018,"(45.93595, -130.0165)",45.93595,-130.0165,2.19,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9834,367800100,ROGER REVELLE,Research/Survey Vessel,10,46,247,2018-07-06 19:31:08,83.26,2018,"(45.93609, -130.0163)",45.93609,-130.0163,2.17,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9835,367800100,ROGER REVELLE,Research/Survey Vessel,9,44,247,2018-07-06 19:32:03,83.26,2018,"(45.93621, -130.0161)",45.93621,-130.0161,2.15,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9836,367800100,ROGER REVELLE,Research/Survey Vessel,9,44,249,2018-07-06 19:32:11,83.26,2018,"(45.93624, -130.0161)",45.93624,-130.0161,2.15,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9837,367800100,ROGER REVELLE,Research/Survey Vessel,9,47,251,2018-07-06 19:32:25,83.26,2018,"(45.93629, -130.016)",45.93629,-130.016,2.14,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9838,367800100,ROGER REVELLE,Research/Survey Vessel,9,47,250,2018-07-06 19:32:32,83.26,2018,"(45.93627, -130.016)",45.93627,-130.016,2.14,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9839,367800100,ROGER REVELLE,Research/Survey Vessel,8,50,255,2018-07-06 19:32:49,83.26,2018,"(45.93635, -130.0159)",45.93635,-130.0159,2.13,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9840,367800100,ROGER REVELLE,Research/Survey Vessel,8,52,257,2018-07-06 19:33:06,83.26,2018,"(45.93637, -130.0159)",45.93637,-130.0159,2.13,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9841,367800100,ROGER REVELLE,Research/Survey Vessel,8,53,255,2018-07-06 19:33:28,83.26,2018,"(45.9364, -130.0158)",45.9364,-130.0158,2.12,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9842,367800100,ROGER REVELLE,Research/Survey Vessel,10,46,248,2018-07-06 19:34:47,83.26,2018,"(45.93664, -130.0154)",45.93664,-130.0154,2.09,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9843,367800100,ROGER REVELLE,Research/Survey Vessel,11,57,248,2018-07-06 19:37:22,83.26,2018,"(45.93701, -130.0146)",45.93701,-130.0146,2.04,"(45.9549, -130.0089)",CC_20180706192848_20180706193848,Research
9844,367800100,ROGER REVELLE,Research/Survey Vessel,6,39,228,2018-07-06 19:41:00,83.26,2018,"(45.93752, -130.0139)",45.93752,-130.0139,1.97,"(45.9549, -130.0089)",CC_20180706193848_20180706194848,Research
9845,367800100,ROGER REVELLE,Research/Survey Vessel,8,46,226,2018-07-06 19:41:14,83.26,2018,"(45.93752, -130.0138)",45.93752,-130.0138,1.97,"(45.9549, -130.0089)",CC_20180706193848_20180706194848,Research
9846,367800100,ROGER REVELLE,Research/Survey Vessel,7,46,226,2018-07-06 19:41:22,83.26,2018,"(45.93752, -130.0138)",45.93752,-130.0138,1.97,"(45.9549, -130.0089)",CC_20180706193848_20180706194848,Research
9847,367800100,ROGER REVELLE,Research/Survey Vessel,6,52,224,2018-07-06 19:41:27,83.26,2018,"(45.93755, -130.0138)",45.93755,-130.0138,1.97,"(45.9549, -130.0089)",CC_20180706193848_20180706194848,Research
9848,367800100,ROGER REVELLE,Research/Survey Vessel,4,65,218,2018-07-06 19:42:01,83.26,2018,"(45.93755, -130.0138)",45.93755,-130.0138,1.97,"(45.9549, -130.0089)",CC_20180706193848_20180706194848,Research
9849,367800100,ROGER REVELLE,Research/Survey Vessel,7,166,212,2018-07-06 19:42:54,83.26,2018,"(45.93747, -130.0137)",45.93747,-130.0137,1.97,"(45.9549, -130.0089)",CC_20180706193848_20180706194848,Research
9850,367800100,ROGER REVELLE,Research/Survey Vessel,12,196,225,2018-07-06 19:45:45,83.26,2018,"(45.93667, -130.0137)",45.93667,-130.0137,2.06,"(45.9549, -130.0089)",CC_20180706193848_20180706194848,Research
9851,367800100,ROGER REVELLE,Research/Survey Vessel,8,193,216,2018-07-06 19:53:06,83.26,2018,"(45.93517, -130.0151)",45.93517,-130.0151,2.25,"(45.9549, -130.0089)",CC_20180706194848_20180706195848,Research
9852,367800100,ROGER REVELLE,Research/Survey Vessel,6,192,223,2018-07-06 19:54:06,83.26,2018,"(45.93499, -130.0151)",45.93499,-130.0151,2.26,"(45.9549, -130.0089)",CC_20180706194848_20180706195848,Research
9853,367800100,ROGER REVELLE,Research/Survey Vessel,3,94,221,2018-07-06 20:03:36,83.26,2018,"(45.93429, -130.015)",45.93429,-130.015,2.34,"(45.9549, -130.0089)",CC_20180706195848_20180706200848,Research
9854,367800100,ROGER REVELLE,Research/Survey Vessel,6,85,241,2018-07-06 20:06:14,83.26,2018,"(45.93424, -130.0148)",45.93424,-130.0148,2.34,"(45.9549, -130.0089)",CC_20180706195848_20180706200848,Research
9855,367800100,ROGER REVELLE,Research/Survey Vessel,5,129,241,2018-07-06 20:12:53,83.26,2018,"(45.93355, -130.0143)",45.93355,-130.0143,2.41,"(45.9549, -130.0089)",CC_20180706200848_20180706201848,Research
9856,367800100,ROGER REVELLE,Research/Survey Vessel,6,140,239,2018-07-06 20:14:54,83.26,2018,"(45.93328, -130.014)",45.93328,-130.014,2.44,"(45.9549, -130.0089)",CC_20180706200848_20180706201848,Research
9857,367800100,ROGER REVELLE,Research/Survey Vessel,6,210,240,2018-07-06 20:16:40,83.26,2018,"(45.93328, -130.014)",45.93328,-130.014,2.44,"(45.9549, -130.0089)",CC_20180706200848_20180706201848,Research
9858,367800100,ROGER REVELLE,Research/Survey Vessel,3,266,241,2018-07-06 20:16:55,83.26,2018,"(45.93328, -130.0141)",45.93328,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706200848_20180706201848,Research
9859,367800100,ROGER REVELLE,Research/Survey Vessel,3,262,242,2018-07-06 20:21:32,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706201848_20180706202848,Research
9860,367800100,ROGER REVELLE,Research/Survey Vessel,3,253,242,2018-07-06 20:21:33,83.26,2018,"(45.93328, -130.0141)",45.93328,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706201848_20180706202848,Research
9861,367800100,ROGER REVELLE,Research/Survey Vessel,5,236,242,2018-07-06 20:21:37,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706201848_20180706202848,Research
9862,367800100,ROGER REVELLE,Research/Survey Vessel,4,337,242,2018-07-06 20:23:15,83.26,2018,"(45.93333, -130.0141)",45.93333,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706201848_20180706202848,Research
9863,367800100,ROGER REVELLE,Research/Survey Vessel,5,348,236,2018-07-06 20:26:53,83.26,2018,"(45.93333, -130.0141)",45.93333,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706201848_20180706202848,Research
9864,367800100,ROGER REVELLE,Research/Survey Vessel,4,85,233,2018-07-06 20:30:10,83.26,2018,"(45.93331, -130.014)",45.93331,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706202848_20180706203848,Research
9865,367800100,ROGER REVELLE,Research/Survey Vessel,5,54,234,2018-07-06 20:30:33,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706202848_20180706203848,Research
9866,367800100,ROGER REVELLE,Research/Survey Vessel,3,306,236,2018-07-06 20:31:18,83.26,2018,"(45.93334, -130.0141)",45.93334,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706202848_20180706203848,Research
9867,367800100,ROGER REVELLE,Research/Survey Vessel,5,53,236,2018-07-06 20:34:53,83.26,2018,"(45.93336, -130.014)",45.93336,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706202848_20180706203848,Research
9868,367800100,ROGER REVELLE,Research/Survey Vessel,6,230,238,2018-07-06 20:39:01,83.26,2018,"(45.93329, -130.014)",45.93329,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706203848_20180706204848,Research
9869,367800100,ROGER REVELLE,Research/Survey Vessel,3,44,234,2018-07-06 20:47:14,83.26,2018,"(45.93334, -130.014)",45.93334,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706203848_20180706204848,Research
9870,367800100,ROGER REVELLE,Research/Survey Vessel,5,249,235,2018-07-06 20:58:34,83.26,2018,"(45.93328, -130.0141)",45.93328,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706204848_20180706205848,Research
9871,367800100,ROGER REVELLE,Research/Survey Vessel,6,276,234,2018-07-06 20:58:49,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9872,367800100,ROGER REVELLE,Research/Survey Vessel,4,343,232,2018-07-06 20:58:54,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9873,367800100,ROGER REVELLE,Research/Survey Vessel,4,17,231,2018-07-06 20:58:58,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9874,367800100,ROGER REVELLE,Research/Survey Vessel,5,30,231,2018-07-06 20:59:02,83.26,2018,"(45.93331, -130.014)",45.93331,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9875,367800100,ROGER REVELLE,Research/Survey Vessel,5,44,230,2018-07-06 20:59:08,83.26,2018,"(45.93333, -130.014)",45.93333,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9876,367800100,ROGER REVELLE,Research/Survey Vessel,5,50,230,2018-07-06 20:59:14,83.26,2018,"(45.93333, -130.014)",45.93333,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9877,367800100,ROGER REVELLE,Research/Survey Vessel,5,310,230,2018-07-06 20:59:58,83.26,2018,"(45.93336, -130.0141)",45.93336,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9878,367800100,ROGER REVELLE,Research/Survey Vessel,5,300,231,2018-07-06 21:00:01,83.26,2018,"(45.93336, -130.0141)",45.93336,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9879,367800100,ROGER REVELLE,Research/Survey Vessel,5,291,232,2018-07-06 21:00:04,83.26,2018,"(45.93336, -130.0141)",45.93336,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9880,367800100,ROGER REVELLE,Research/Survey Vessel,5,240,234,2018-07-06 21:00:38,83.26,2018,"(45.93333, -130.0141)",45.93333,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9881,367800100,ROGER REVELLE,Research/Survey Vessel,4,142,233,2018-07-06 21:00:58,83.26,2018,"(45.93333, -130.0141)",45.93333,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9882,367800100,ROGER REVELLE,Research/Survey Vessel,5,266,231,2018-07-06 21:02:25,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706205848_20180706210848,Research
9883,367800100,ROGER REVELLE,Research/Survey Vessel,3,322,232,2018-07-06 21:11:08,83.26,2018,"(45.93329, -130.0141)",45.93329,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9884,367800100,ROGER REVELLE,Research/Survey Vessel,5,29,231,2018-07-06 21:11:16,83.26,2018,"(45.93331, -130.014)",45.93331,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9885,367800100,ROGER REVELLE,Research/Survey Vessel,5,249,230,2018-07-06 21:13:18,83.26,2018,"(45.93328, -130.0141)",45.93328,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9886,367800100,ROGER REVELLE,Research/Survey Vessel,5,259,232,2018-07-06 21:13:26,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9887,367800100,ROGER REVELLE,Research/Survey Vessel,5,45,229,2018-07-06 21:14:47,83.26,2018,"(45.93333, -130.014)",45.93333,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9888,367800100,ROGER REVELLE,Research/Survey Vessel,4,171,229,2018-07-06 21:16:08,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9889,367800100,ROGER REVELLE,Research/Survey Vessel,4,112,229,2018-07-06 21:16:17,83.26,2018,"(45.93333, -130.014)",45.93333,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9890,367800100,ROGER REVELLE,Research/Survey Vessel,4,64,230,2018-07-06 21:16:39,83.26,2018,"(45.93336, -130.014)",45.93336,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9891,367800100,ROGER REVELLE,Research/Survey Vessel,4,111,230,2018-07-06 21:17:17,83.26,2018,"(45.93331, -130.014)",45.93331,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9892,367800100,ROGER REVELLE,Research/Survey Vessel,6,228,232,2018-07-06 21:17:59,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9893,367800100,ROGER REVELLE,Research/Survey Vessel,4,208,230,2018-07-06 21:18:06,83.26,2018,"(45.93331, -130.014)",45.93331,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9894,367800100,ROGER REVELLE,Research/Survey Vessel,3,173,229,2018-07-06 21:18:12,83.26,2018,"(45.93328, -130.014)",45.93328,-130.014,2.44,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9895,367800100,ROGER REVELLE,Research/Survey Vessel,3,150,230,2018-07-06 21:18:16,83.26,2018,"(45.93328, -130.014)",45.93328,-130.014,2.44,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9896,367800100,ROGER REVELLE,Research/Survey Vessel,3,126,230,2018-07-06 21:18:22,83.26,2018,"(45.93328, -130.014)",45.93328,-130.014,2.44,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9897,367800100,ROGER REVELLE,Research/Survey Vessel,4,85,230,2018-07-06 21:18:34,83.26,2018,"(45.93328, -130.014)",45.93328,-130.014,2.44,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9898,367800100,ROGER REVELLE,Research/Survey Vessel,5,61,229,2018-07-06 21:18:42,83.26,2018,"(45.93328, -130.014)",45.93328,-130.014,2.44,"(45.9549, -130.0089)",CC_20180706210848_20180706211848,Research
9899,367800100,ROGER REVELLE,Research/Survey Vessel,4,331,229,2018-07-06 21:19:10,83.26,2018,"(45.93333, -130.014)",45.93333,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9900,367800100,ROGER REVELLE,Research/Survey Vessel,4,327,230,2018-07-06 21:19:11,83.26,2018,"(45.93333, -130.014)",45.93333,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9901,367800100,ROGER REVELLE,Research/Survey Vessel,5,259,230,2018-07-06 21:19:31,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9902,367800100,ROGER REVELLE,Research/Survey Vessel,5,259,230,2018-07-06 21:19:35,83.26,2018,"(45.93331, -130.0141)",45.93331,-130.0141,2.43,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9903,367800100,ROGER REVELLE,Research/Survey Vessel,5,235,231,2018-07-06 21:19:44,83.26,2018,"(45.93328, -130.0141)",45.93328,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9904,367800100,ROGER REVELLE,Research/Survey Vessel,3,219,231,2018-07-06 21:19:59,83.26,2018,"(45.93328, -130.0141)",45.93328,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9905,367800100,ROGER REVELLE,Research/Survey Vessel,4,120,229,2018-07-06 21:20:20,83.26,2018,"(45.93325, -130.0141)",45.93325,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9906,367800100,ROGER REVELLE,Research/Survey Vessel,5,104,228,2018-07-06 21:20:23,83.26,2018,"(45.93325, -130.0141)",45.93325,-130.0141,2.44,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9907,367800100,ROGER REVELLE,Research/Survey Vessel,6,85,227,2018-07-06 21:20:30,83.26,2018,"(45.93328, -130.014)",45.93328,-130.014,2.44,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9908,367800100,ROGER REVELLE,Research/Survey Vessel,4,29,229,2018-07-06 21:21:21,83.26,2018,"(45.93331, -130.014)",45.93331,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9909,367800100,ROGER REVELLE,Research/Survey Vessel,5,303,228,2018-07-06 21:21:46,83.26,2018,"(45.93332, -130.014)",45.93332,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9910,367800100,ROGER REVELLE,Research/Survey Vessel,5,215,231,2018-07-06 21:22:32,83.26,2018,"(45.93331, -130.014)",45.93331,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706211848_20180706212848,Research
9911,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,11,198,215,2020-09-16 13:39:26,83.26,2020,"(45.97486, -130.0199)",45.97486,-130.0199,2.38,"(45.9549, -130.0089)",CC_20180706212848_20180706213848,Research
9912,367800100,ROGER REVELLE,Research/Survey Vessel,5,227,231,2018-07-06 21:46:24,83.26,2018,"(45.93336, -130.0139)",45.93336,-130.0139,2.43,"(45.9549, -130.0089)",CC_20180706213848_20180706214848,Research
9913,367800100,ROGER REVELLE,Research/Survey Vessel,8,225,230,2018-07-06 21:46:46,83.26,2018,"(45.93336, -130.014)",45.93336,-130.014,2.43,"(45.9549, -130.0089)",CC_20180706213848_20180706214848,Research
9914,367800100,ROGER REVELLE,Research/Survey Vessel,3,219,230,2018-07-06 21:52:41,83.26,2018,"(45.93343, -130.0142)",45.93343,-130.0142,2.42,"(45.9549, -130.0089)",CC_20180706214848_20180706215848,Research
9915,367800100,ROGER REVELLE,Research/Survey Vessel,4,292,232,2018-07-06 21:56:26,83.26,2018,"(45.93351, -130.0144)",45.93351,-130.0144,2.42,"(45.9549, -130.0089)",CC_20180706214848_20180706215848,Research
9916,367800100,ROGER REVELLE,Research/Survey Vessel,5,278,231,2018-07-06 22:02:36,83.26,2018,"(45.93364, -130.0146)",45.93364,-130.0146,2.4,"(45.9549, -130.0089)",CC_20180706215848_20180706220848,Research
9917,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,0,122,224,2020-09-16 13:58:33,83.26,2020,"(45.97365, -130.0202)",45.97365,-130.0202,2.26,"(45.9549, -130.0089)",CC_20180706220848_20180706221848,Research
9918,367800100,ROGER REVELLE,Research/Survey Vessel,5,55,232,2018-07-06 22:22:34,83.26,2018,"(45.93379, -130.0148)",45.93379,-130.0148,2.39,"(45.9549, -130.0089)",CC_20180706221848_20180706222848,Research
9919,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,245,224,2020-09-16 14:04:43,83.26,2020,"(45.97365, -130.0202)",45.97365,-130.0202,2.26,"(45.9549, -130.0089)",CC_20180706222848_20180706223848,Research
9920,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,331,230,2020-09-16 14:08:42,83.26,2020,"(45.97357, -130.0201)",45.97357,-130.0201,2.25,"(45.9549, -130.0089)",CC_20180706223848_20180706224848,Research
9921,367800100,ROGER REVELLE,Research/Survey Vessel,6,236,231,2018-07-06 22:57:13,83.26,2018,"(45.93382, -130.0148)",45.93382,-130.0148,2.39,"(45.9549, -130.0089)",CC_20180706224848_20180706225848,Research
9922,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,327,229,2020-09-16 14:19:23,83.26,2020,"(45.97353, -130.0201)",45.97353,-130.0201,2.25,"(45.9549, -130.0089)",CC_20180706225848_20180706230848,Research
9923,367800100,ROGER REVELLE,Research/Survey Vessel,3,318,231,2018-07-06 23:11:52,83.26,2018,"(45.9341, -130.0145)",45.9341,-130.0145,2.35,"(45.9549, -130.0089)",CC_20180706230848_20180706231848,Research
9924,367800100,ROGER REVELLE,Research/Survey Vessel,3,61,233,2018-07-06 23:21:25,83.26,2018,"(45.93413, -130.0145)",45.93413,-130.0145,2.35,"(45.9549, -130.0089)",CC_20180706231848_20180706232848,Research
9925,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,344,230,2020-09-16 14:36:03,83.26,2020,"(45.97327, -130.0197)",45.97327,-130.0197,2.21,"(45.9549, -130.0089)",CC_20180706232848_20180706233848,Research
9926,367800100,ROGER REVELLE,Research/Survey Vessel,4,38,231,2018-07-06 23:39:29,83.26,2018,"(45.93413, -130.0141)",45.93413,-130.0141,2.34,"(45.9549, -130.0089)",CC_20180706233848_20180706234848,Research
9927,367800100,ROGER REVELLE,Research/Survey Vessel,3,45,231,2018-07-06 23:46:12,83.26,2018,"(45.93413, -130.0141)",45.93413,-130.0141,2.34,"(45.9549, -130.0089)",CC_20180706233848_20180706234848,Research
9928,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,204,239,2020-09-16 14:46:55,83.26,2020,"(45.97298, -130.0195)",45.97298,-130.0195,2.17,"(45.9549, -130.0089)",CC_20180706234848_20180706235848,Research
9929,367800100,ROGER REVELLE,Research/Survey Vessel,5,243,231,2018-07-07 00:08:28,83.26,2018,"(45.93405, -130.0141)",45.93405,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180706235848_20180707000848,Research
9930,367800100,ROGER REVELLE,Research/Survey Vessel,5,253,232,2018-07-07 00:08:51,83.26,2018,"(45.93405, -130.0141)",45.93405,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9931,367800100,ROGER REVELLE,Research/Survey Vessel,5,249,233,2018-07-07 00:08:54,83.26,2018,"(45.93405, -130.0141)",45.93405,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9932,367800100,ROGER REVELLE,Research/Survey Vessel,4,211,231,2018-07-07 00:09:48,83.26,2018,"(45.93408, -130.014)",45.93408,-130.014,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9933,367800100,ROGER REVELLE,Research/Survey Vessel,3,212,232,2018-07-07 00:10:03,83.26,2018,"(45.93405, -130.014)",45.93405,-130.014,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9934,367800100,ROGER REVELLE,Research/Survey Vessel,3,215,232,2018-07-07 00:10:08,83.26,2018,"(45.93405, -130.014)",45.93405,-130.014,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9935,367800100,ROGER REVELLE,Research/Survey Vessel,3,219,233,2018-07-07 00:10:18,83.26,2018,"(45.93405, -130.0141)",45.93405,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9936,367800100,ROGER REVELLE,Research/Survey Vessel,3,276,231,2018-07-07 00:11:28,83.26,2018,"(45.93408, -130.0141)",45.93408,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9937,367800100,ROGER REVELLE,Research/Survey Vessel,2,291,231,2018-07-07 00:12:08,83.26,2018,"(45.93408, -130.0141)",45.93408,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9938,367800100,ROGER REVELLE,Research/Survey Vessel,3,290,231,2018-07-07 00:12:29,83.26,2018,"(45.93408, -130.0141)",45.93408,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9939,367800100,ROGER REVELLE,Research/Survey Vessel,3,181,232,2018-07-07 00:14:37,83.26,2018,"(45.93402, -130.0141)",45.93402,-130.0141,2.36,"(45.9549, -130.0089)",CC_20180707000848_20180707001848,Research
9940,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,180,244,2020-09-16 14:56:35,83.26,2020,"(45.97297, -130.0195)",45.97297,-130.0195,2.17,"(45.9549, -130.0089)",CC_20180707001848_20180707002848,Research
9941,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,173,245,2020-09-16 14:58:55,83.26,2020,"(45.97297, -130.0194)",45.97297,-130.0194,2.17,"(45.9549, -130.0089)",CC_20180707002848_20180707003848,Research
9942,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,95,243,2020-09-16 15:02:33,83.26,2020,"(45.97293, -130.0194)",45.97293,-130.0194,2.16,"(45.9549, -130.0089)",CC_20180707003848_20180707004848,Research
9943,367800100,ROGER REVELLE,Research/Survey Vessel,5,221,233,2018-07-07 00:49:48,83.26,2018,"(45.93409, -130.0141)",45.93409,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707004848_20180707005848,Research
9944,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,2,263,245,2020-09-16 15:09:22,83.26,2020,"(45.97295, -130.0203)",45.97295,-130.0203,2.19,"(45.9549, -130.0089)",CC_20180707005848_20180707010848,Research
9945,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,3,244,243,2020-09-16 15:11:54,83.26,2020,"(45.97297, -130.0206)",45.97297,-130.0206,2.2,"(45.9549, -130.0089)",CC_20180707010848_20180707011848,Research
9946,367800100,ROGER REVELLE,Research/Survey Vessel,3,21,230,2018-07-07 01:24:40,83.26,2018,"(45.93404, -130.0141)",45.93404,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707011848_20180707012848,Research
9947,367800100,ROGER REVELLE,Research/Survey Vessel,4,341,230,2018-07-07 01:27:50,83.26,2018,"(45.93409, -130.0141)",45.93409,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707011848_20180707012848,Research
9948,366345000,THOMAS G.THOMPSON,Research/Survey Vessel,1,145,244,2020-09-16 15:18:33,83.26,2020,"(45.97295, -130.0207)",45.97295,-130.0207,2.2,"(45.9549, -130.0089)",CC_20180707012848_20180707013848,Research
9949,367800100,ROGER REVELLE,Research/Survey Vessel,4,182,234,2018-07-07 01:41:28,83.26,2018,"(45.934, -130.014)",45.934,-130.014,2.36,"(45.9549, -130.0089)",CC_20180707013848_20180707014848,Research
9950,367800100,ROGER REVELLE,Research/Survey Vessel,3,297,233,2018-07-07 01:43:27,83.26,2018,"(45.93408, -130.0141)",45.93408,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707013848_20180707014848,Research
9951,367800100,ROGER REVELLE,Research/Survey Vessel,4,340,232,2018-07-07 01:43:37,83.26,2018,"(45.93408, -130.0141)",45.93408,-130.0141,2.35,"(45.9549, -130.0089)",CC_20180707013848_20180707014848,Research
